action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_code,county_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,tract_to_msamd_income
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,100.0,5,White,1,Male,2.0,2,Not Hispanic or Latino,5,White,2,Female,73.0,Isabella County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,55800.0,90,2368.0,1650.0,4.230000019073486,4728.0,101.70999908447266
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",152.0,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,104.01,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,67000.0,114,1898.0,1653.0,12.40999984741211,5221.0,92.0500030517578
1,Loan originated,5,NCUA,National Credit Union Administration,1,Hispanic or Latino,36.0,5,White,1,Male,137.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),67000.0,128,2310.0,1971.0,34.959999084472656,6874.0,65.93000030517578
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,1,Hispanic or Latino,73.0,5,White,2,Female,5657.0,2,Not Hispanic or Latino,5,White,1,Male,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),5,Private securitization,53500.0,152,1260.0,1159.0,27.84000015258789,3747.0,154.25999450683594
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,27.0,5,White,2,Female,5743.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),53500.0,65,886.0,580.0,29.030000686645508,3552.0,89.0199966430664
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,40.0,5,White,2,Female,8315.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,115.0,Monroe County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",71600.0,55,1099.0,910.0,5.630000114440918,3161.0,97.33999633789062
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,124.0,5,White,1,Male,133.01,2,Not Hispanic or Latino,5,White,2,Female,49.0,Genesee County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),53700.0,180,2450.0,2027.0,4.130000114440918,5810.0,149.85000610351562
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,124.0,5,White,2,Female,9601.0,2,Not Hispanic or Latino,5,White,1,Male,9.0,Antrim County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55800.0,65,2124.0,945.0,5.449999809265137,2530.0,123.62999725341795
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,134.0,5,White,1,Male,1276.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,2,Secured by a subordinate lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,47,1456.0,1283.0,12.520000457763672,4161.0,173.1999969482422
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",126.0,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,230.02,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,139.0,Ottawa County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",67000.0,224,2109.0,1827.0,12.479999542236328,6546.0,118.7300033569336
4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",140.0,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",22.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,3,Not applicable,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,67000.0,126,2090.0,787.0,22.059999465942383,4665.0,77.33000183105469
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",70.0,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",54.01,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",65.0,Ingham County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,68300.0,122,1234.0,1004.0,14.029999732971191,3358.0,112.6999969482422
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,31.0,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,55.02,5,No co-applicant,8,No co-applicant,5,No co-applicant,77.0,Kalamazoo County,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,61800.0,5,1947.0,1316.0,34.380001068115234,5517.0,85.79000091552734
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,115.0,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,2234.0,2,Not Hispanic or Latino,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,99.0,Macomb County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,264,3188.0,3052.0,10.229999542236328,9630.0,131.97000122070312
2,Application approved but not accepted,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",80.0,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5812.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,78,1175.0,937.0,19.43000030517578,3536.0,149.3300018310547
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,40.0,5,White,1,Male,5858.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,9,Other type of purchaser,53500.0,40,1576.0,1196.0,51.470001220703125,4781.0,86.5199966430664
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,61.0,5,White,2,Female,9707.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,143.0,Roscommon County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55800.0,250,2730.0,1206.0,0.75,2678.0,86.83000183105469
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,112.0,5,White,2,Female,29.01,2,Not Hispanic or Latino,5,White,1,Male,77.0,Kalamazoo County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),61800.0,365,1509.0,1386.0,8.859999656677246,3838.0,110.62999725341795
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,51.0,5,White,2,Female,5644.02,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,100,1162.0,1077.0,44.7400016784668,4537.0,256.6000061035156
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,248.0,5,White,1,Male,1303.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,424,1473.0,1378.0,4.949999809265137,4161.0,117.38999938964844
2,Application approved but not accepted,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,40.0,3,Black or African American,2,Female,1619.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,104,758.0,547.0,71.45999908447266,2260.0,86.33000183105469
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,Not applicable,4,Not applicable,20.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,27.0,Cass County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,2,Ginnie Mae (GNMA),60900.0,54,2331.0,1512.0,20.920000076293945,4742.0,80.72000122070312
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,26.0,5,White,1,Male,307.04,2,Not Hispanic or Latino,5,White,2,Female,5.0,Allegan County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55800.0,70,1740.0,1407.0,19.979999542236328,4889.0,107.5999984741211
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,Not applicable,4,Not applicable,5628.0,4,Not applicable,7,Not applicable,4,Not applicable,163.0,Wayne County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,143,1174.0,1026.0,7.639999866485596,3116.0,129.63999938964844
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,78.0,5,White,1,Male,5543.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),53500.0,96,2081.0,1586.0,24.82999992370605,5413.0,131.10000610351562
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,39.0,5,White,2,Female,22.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,25.0,Calhoun County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55700.0,109,1343.0,1138.0,8.640000343322754,3540.0,132.92999267578125
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",68.0,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",615.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",91.0,Lenawee County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,55800.0,112,1720.0,1332.0,16.100000381469727,6098.0,131.1300048828125
